locus_tag	ftype	length_bp	gene	EC_number	COG	product
NACGGEKF_03808	CDS	252				hypothetical protein
NACGGEKF_03809	CDS	249				hypothetical protein
NACGGEKF_03810	CDS	642				hypothetical protein
NACGGEKF_03811	CDS	183	yoaG			Protein YoaG
NACGGEKF_03812	CDS	363	yeaR_2		COG3615	putative protein YeaR
NACGGEKF_03813	CDS	639	leuE		COG1280	Leucine efflux protein
NACGGEKF_03814	CDS	546	aroQ	5.4.99.5	COG1605	Monofunctional chorismate mutase
NACGGEKF_03815	CDS	249				hypothetical protein
NACGGEKF_03816	CDS	849	bluR		COG0789	HTH-type transcriptional repressor BluR
NACGGEKF_03817	CDS	594				hypothetical protein
NACGGEKF_03818	CDS	789	ant1	2.7.7.47		Streptomycin 3''-adenylyltransferase
NACGGEKF_03819	CDS	651	zinT		COG3443	Metal-binding protein ZinT
NACGGEKF_03820	tRNA	77				tRNA-Arg(tct)
NACGGEKF_03821	CDS	327	yhjQ		COG1145	putative cysteine-rich protein YhjQ
NACGGEKF_03822	CDS	1134				hypothetical protein
NACGGEKF_03823	CDS	591	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
NACGGEKF_03824	CDS	798	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
NACGGEKF_03825	CDS	813	dppC_2		COG1173	Dipeptide transport system permease protein DppC
NACGGEKF_03826	CDS	975	dppB_2		COG0601	Dipeptide transport system permease protein DppB
NACGGEKF_03827	CDS	1587				hypothetical protein
NACGGEKF_03828	CDS	315				hypothetical protein
NACGGEKF_03829	CDS	531	yodB		COG3038	Cytochrome b561 
NACGGEKF_03830	CDS	1044				hypothetical protein
NACGGEKF_03831	CDS	468	ibpA_2		COG0071	Small heat shock protein IbpA
NACGGEKF_03832	CDS	174				hypothetical protein
NACGGEKF_03833	CDS	345				hypothetical protein
NACGGEKF_03834	tRNA	77				tRNA-Arg(cct)
NACGGEKF_03835	CDS	558	ail_3		COG3637	Attachment invasion locus protein
NACGGEKF_03836	CDS	264				hypothetical protein
NACGGEKF_03837	CDS	522				hypothetical protein
NACGGEKF_03838	CDS	240				hypothetical protein
NACGGEKF_03839	CDS	789				hypothetical protein
NACGGEKF_03840	CDS	225				hypothetical protein
NACGGEKF_03841	CDS	219				hypothetical protein
NACGGEKF_03842	CDS	885				hypothetical protein
NACGGEKF_03843	CDS	1251	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
NACGGEKF_03844	CDS	738	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
NACGGEKF_03845	CDS	330				hypothetical protein
NACGGEKF_03846	CDS	462	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
NACGGEKF_03847	CDS	1107	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
NACGGEKF_03848	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
NACGGEKF_03849	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
NACGGEKF_03850	CDS	675	phoP			Virulence transcriptional regulatory protein PhoP
NACGGEKF_03851	CDS	1464	phoQ	2.7.13.3	COG0642	Virulence sensor histidine kinase PhoQ
NACGGEKF_03852	CDS	1122	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
NACGGEKF_03853	CDS	1290				hypothetical protein
NACGGEKF_03854	CDS	2574	clpB		COG0542	Chaperone protein ClpB
NACGGEKF_03855	CDS	732	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
NACGGEKF_03856	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
NACGGEKF_03857	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
NACGGEKF_03858	CDS	339	raiA		COG1544	Ribosome-associated inhibitor A
NACGGEKF_03859	CDS	1161	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
NACGGEKF_03860	CDS	909		3.1.1.99		6-deoxy-6-sulfogluconolactonase
NACGGEKF_03861	CDS	1122	tyrA		COG0287	T-protein
NACGGEKF_03862	CDS	1071	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
NACGGEKF_03863	CDS	519				hypothetical protein
NACGGEKF_03864	CDS	1221	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
NACGGEKF_03865	CDS	348	rplS		COG0335	50S ribosomal protein L19
NACGGEKF_03866	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
NACGGEKF_03867	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
NACGGEKF_03868	CDS	249	rpsP		COG0228	30S ribosomal protein S16
NACGGEKF_03869	CDS	1362	ffh		COG0541	Signal recognition particle protein
NACGGEKF_03870	CDS	792	ypjD		COG4137	Inner membrane protein YpjD
NACGGEKF_03871	CDS	1242				hypothetical protein
NACGGEKF_03872	CDS	606				hypothetical protein
NACGGEKF_03873	CDS	591	grpE		COG0576	Protein GrpE
NACGGEKF_03874	CDS	879	nadK	2.7.1.23	COG0061	NAD kinase
NACGGEKF_03875	CDS	1662	recN		COG0497	DNA repair protein RecN
NACGGEKF_03876	CDS	339	bamE		COG2913	Outer membrane protein assembly factor BamE
NACGGEKF_03877	CDS	291				hypothetical protein
NACGGEKF_03878	CDS	438	ratA		COG2867	Ribosome association toxin RatA
NACGGEKF_03879	CDS	528	smpB		COG0691	SsrA-binding protein
NACGGEKF_03880	CDS	11475				hypothetical protein
NACGGEKF_03881	CDS	1410	bepC			Outer membrane efflux protein BepC
NACGGEKF_03882	CDS	2181	apxIB		COG2274	Toxin RTX-I translocation ATP-binding protein
NACGGEKF_03883	CDS	1191	prsE_2			Type I secretion system membrane fusion protein PrsE
NACGGEKF_03884	tmRNA	363	ssrA			transfer-messenger RNA, SsrA
NACGGEKF_03885	CDS	1065	intA_4		COG0582	Prophage integrase IntA
NACGGEKF_03886	CDS	639				hypothetical protein
NACGGEKF_03887	CDS	1140				hypothetical protein
NACGGEKF_03888	CDS	813				hypothetical protein
NACGGEKF_03889	CDS	216				hypothetical protein
NACGGEKF_03890	CDS	2070				hypothetical protein
NACGGEKF_03891	CDS	1284				hypothetical protein
NACGGEKF_03892	CDS	660				hypothetical protein
NACGGEKF_03893	CDS	291				hypothetical protein
NACGGEKF_03894	CDS	285				hypothetical protein
NACGGEKF_03895	CDS	522	srlA_2		COG3730	PTS system glucitol/sorbitol-specific EIIC component
NACGGEKF_03896	CDS	375	srlB_2		COG3731	PTS system glucitol/sorbitol-specific EIIA component
NACGGEKF_03897	CDS	981	srlE_2	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
NACGGEKF_03898	CDS	1014	iolG_3	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
NACGGEKF_03899	CDS	1152				hypothetical protein
NACGGEKF_03900	CDS	636	hxlA	4.1.2.43	COG0269	3-hexulose-6-phosphate synthase
NACGGEKF_03901	CDS	567	hxlB	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
NACGGEKF_03902	CDS	843	pgiA	5.3.1.9		Glucose-6-phosphate isomerase
NACGGEKF_03903	CDS	1542	ptsG_2	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
NACGGEKF_03904	CDS	1680	sgrR_3		COG4533	HTH-type transcriptional regulator SgrR
NACGGEKF_03905	CDS	183				hypothetical protein
NACGGEKF_03906	CDS	876				hypothetical protein
NACGGEKF_03907	CDS	1842				hypothetical protein
NACGGEKF_03908	CDS	1323				hypothetical protein
NACGGEKF_03909	CDS	597	intA_5		COG0582	Prophage integrase IntA
NACGGEKF_03910	CDS	396				hypothetical protein
NACGGEKF_03911	CDS	267				IS3 family transposase IS1351
NACGGEKF_03912	CDS	639				hypothetical protein
NACGGEKF_03913	CDS	1983				hypothetical protein
NACGGEKF_03914	CDS	300				IS3 family transposase ISSty2
NACGGEKF_03915	CDS	471				hypothetical protein
NACGGEKF_03916	CDS	1521	fljB		COG1344	Phase 2 flagellin
NACGGEKF_03917	CDS	573	hin		COG1961	DNA-invertase hin
NACGGEKF_03918	CDS	1116	elmGT	2.4.1.331		Elloramycin glycosyltransferase ElmGT
NACGGEKF_03919	CDS	3654		3.6.3.-		Multidrug efflux ATP-binding/permease protein
NACGGEKF_03920	CDS	1245	fes_2		COG2382	Enterochelin esterase
NACGGEKF_03921	CDS	936				hypothetical protein
NACGGEKF_03922	CDS	2175	pfeA		COG4771	Ferric enterobactin receptor
NACGGEKF_03923	CDS	312				hypothetical protein
NACGGEKF_03924	CDS	1053	pipB2		COG1357	Secreted effector protein PipB2
NACGGEKF_03925	CDS	930				hypothetical protein
NACGGEKF_03926	CDS	897				hypothetical protein
NACGGEKF_03927	CDS	114				hypothetical protein
NACGGEKF_03928	CDS	1014	hoxN			High-affinity nickel transport protein
NACGGEKF_03929	CDS	1416	qseC_2	2.7.13.3		Sensor protein QseC
NACGGEKF_03930	CDS	675	tctD		COG0745	Transcriptional regulatory protein tctD
NACGGEKF_03931	CDS	978				hypothetical protein
NACGGEKF_03932	CDS	432				hypothetical protein
NACGGEKF_03933	CDS	1515				hypothetical protein
NACGGEKF_03934	CDS	135				hypothetical protein
NACGGEKF_03935	CDS	978	glaH	1.14.11.-		Glutarate 2-hydroxylase
NACGGEKF_03936	CDS	1269	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
NACGGEKF_03937	CDS	1449	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
NACGGEKF_03938	CDS	1284	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase GabT
NACGGEKF_03939	CDS	1401	gabP		COG1113	GABA permease
NACGGEKF_03940	CDS	678	glaR		COG1802	HTH-type transcriptional repressor GlaR
NACGGEKF_03941	CDS	450	kbp		COG1652	Potassium binding protein Kbp
NACGGEKF_03942	CDS	159				hypothetical protein
NACGGEKF_03943	CDS	300	ygaV		COG0640	putative HTH-type transcriptional regulator YgaV
NACGGEKF_03944	CDS	528	ygaP		COG0607	Inner membrane protein YgaP
NACGGEKF_03945	CDS	180				hypothetical protein
NACGGEKF_03946	CDS	402	stpA		COG2916	DNA-binding protein StpA
NACGGEKF_03947	CDS	450	alaE			L-alanine exporter AlaE
NACGGEKF_03948	CDS	351				hypothetical protein
NACGGEKF_03949	CDS	327	ygaM		COG4575	putative protein YgaM
NACGGEKF_03950	CDS	1335	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
NACGGEKF_03951	CDS	432				hypothetical protein
NACGGEKF_03952	CDS	246	nrdH		COG0695	Glutaredoxin-like protein NrdH
NACGGEKF_03953	CDS	411	nrdI		COG1780	Protein NrdI
NACGGEKF_03954	CDS	2118	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
NACGGEKF_03955	CDS	960	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
NACGGEKF_03956	CDS	1203	proV		COG4175	Glycine betaine/proline betaine transport system ATP-binding protein ProV
NACGGEKF_03957	CDS	1065	proW		COG4176	Glycine betaine/proline betaine transport system permease protein ProW
NACGGEKF_03958	CDS	996	proX		COG2113	Glycine betaine/proline betaine-binding periplasmic protein
NACGGEKF_03959	CDS	1185				putative transporter
NACGGEKF_03960	CDS	531	mprA		COG1846	Transcriptional repressor MprA
NACGGEKF_03961	CDS	1173	emrA		COG1566	Multidrug export protein EmrA
NACGGEKF_03962	CDS	1539	emrB			Multidrug export protein EmrB
NACGGEKF_03963	CDS	1371				hypothetical protein
NACGGEKF_03964	CDS	516	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
NACGGEKF_03965	CDS	1557	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
NACGGEKF_03966	CDS	426	yqaA		COG1238	Inner membrane protein YqaA
NACGGEKF_03967	CDS	255	yqaB_1	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
NACGGEKF_03968	CDS	156	yqaB_2	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
NACGGEKF_03969	tRNA	77				tRNA-Arg(acg)
NACGGEKF_03970	CDS	555	yrdA		COG0663	Protein YrdA
NACGGEKF_03971	CDS	258				hypothetical protein
NACGGEKF_03972	CDS	822	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
NACGGEKF_03973	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
NACGGEKF_03974	CDS	543	topA_2	5.6.2.1		DNA topoisomerase 1
NACGGEKF_03975	CDS	474	smg			Protein Smg
NACGGEKF_03976	CDS	1125				hypothetical protein
NACGGEKF_03977	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
NACGGEKF_03978	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
NACGGEKF_03979	CDS	1290	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
NACGGEKF_03980	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
NACGGEKF_03981	CDS	414	mscL		COG1970	Large-conductance mechanosensitive channel
NACGGEKF_03982	CDS	270				hypothetical protein
NACGGEKF_03983	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
NACGGEKF_03984	CDS	369				hypothetical protein
NACGGEKF_03985	CDS	384	rplQ		COG0203	50S ribosomal protein L17
NACGGEKF_03986	CDS	990	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
NACGGEKF_03987	CDS	621	rpsD		COG0522	30S ribosomal protein S4
NACGGEKF_03988	CDS	381				hypothetical protein
NACGGEKF_03989	CDS	357	rpsM		COG0099	30S ribosomal protein S13
NACGGEKF_03990	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
NACGGEKF_03991	CDS	1332	secY		COG0201	Protein translocase subunit SecY
NACGGEKF_03992	CDS	435	rplO		COG0200	50S ribosomal protein L15
NACGGEKF_03993	CDS	180	rpmD		COG1841	50S ribosomal protein L30
NACGGEKF_03994	CDS	504	rpsE		COG0098	30S ribosomal protein S5
NACGGEKF_03995	CDS	354	rplR		COG0256	50S ribosomal protein L18
NACGGEKF_03996	CDS	534	rplF		COG0097	50S ribosomal protein L6
NACGGEKF_03997	CDS	393	rpsH		COG0096	30S ribosomal protein S8
NACGGEKF_03998	CDS	306	rpsN		COG0199	30S ribosomal protein S14
NACGGEKF_03999	CDS	540	rplE		COG0094	50S ribosomal protein L5
NACGGEKF_04000	CDS	315	rplX		COG0198	50S ribosomal protein L24
NACGGEKF_04001	CDS	372	rplN		COG0093	50S ribosomal protein L14
NACGGEKF_04002	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
NACGGEKF_04003	CDS	192	rpmC		COG0255	50S ribosomal protein L29
NACGGEKF_04004	CDS	411	rplP		COG0197	50S ribosomal protein L16
NACGGEKF_04005	CDS	702	rpsC		COG0092	30S ribosomal protein S3
NACGGEKF_04006	CDS	333	rplV		COG0091	50S ribosomal protein L22
NACGGEKF_04007	CDS	279	rpsS		COG0185	30S ribosomal protein S19
NACGGEKF_04008	CDS	822	rplB		COG0090	50S ribosomal protein L2
NACGGEKF_04009	CDS	303	rplW		COG0089	50S ribosomal protein L23
NACGGEKF_04010	CDS	606	rplD		COG0088	50S ribosomal protein L4
NACGGEKF_04011	CDS	630	rplC		COG0087	50S ribosomal protein L3
NACGGEKF_04012	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
NACGGEKF_04013	CDS	468	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
NACGGEKF_04014	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
NACGGEKF_04015	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
NACGGEKF_04016	CDS	891	tuf1_2			Elongation factor Tu 1
NACGGEKF_04017	rRNA	451				16S ribosomal RNA (partial)
NACGGEKF_04018	CDS	567	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
NACGGEKF_04019	CDS	1032	metN_2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
NACGGEKF_04020	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
NACGGEKF_04021	CDS	816	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
NACGGEKF_04022	CDS	405	rcsF			Outer membrane lipoprotein RcsF
NACGGEKF_04023	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
NACGGEKF_04024	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
NACGGEKF_04025	CDS	702	nlpE		COG3015	Lipoprotein NlpE
NACGGEKF_04026	CDS	423	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
NACGGEKF_04027	CDS	546	yaeQ		COG4681	putative protein YaeQ
NACGGEKF_04028	CDS	201				hypothetical protein
NACGGEKF_04029	CDS	261	rof		COG4568	Protein rof
NACGGEKF_04030	CDS	1293	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
NACGGEKF_04031	CDS	390				hypothetical protein
NACGGEKF_04032	CDS	2142	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
NACGGEKF_04033	CDS	1764				hypothetical protein
NACGGEKF_04034	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
NACGGEKF_04035	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
NACGGEKF_04036	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
NACGGEKF_04037	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
NACGGEKF_04038	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
NACGGEKF_04039	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
NACGGEKF_04040	CDS	1026	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
NACGGEKF_04041	CDS	486	skp		COG2825	Chaperone protein Skp
NACGGEKF_04042	CDS	2415	bamA		COG4775	Outer membrane protein assembly factor BamA
NACGGEKF_04043	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
NACGGEKF_04044	CDS	858	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
NACGGEKF_04045	CDS	759	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
NACGGEKF_04046	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
NACGGEKF_04047	CDS	558	frr		COG0233	Ribosome-recycling factor
NACGGEKF_04048	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
NACGGEKF_04049	CDS	924	tsf		COG0264	Elongation factor Ts
NACGGEKF_04050	CDS	726	rpsB		COG0052	30S ribosomal protein S2
NACGGEKF_04051	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
NACGGEKF_04052	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
NACGGEKF_04053	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
NACGGEKF_04054	CDS	1302	abaF			Fosfomycin resistance protein AbaF
NACGGEKF_04055	CDS	387				hypothetical protein
NACGGEKF_04056	CDS	1158	cdaR		COG3835	Carbohydrate diacid regulator
NACGGEKF_04057	CDS	1428	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
NACGGEKF_04058	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
NACGGEKF_04059	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
NACGGEKF_04060	CDS	801	btuF		COG0614	Vitamin B12-binding protein
NACGGEKF_04061	CDS	624				hypothetical protein
NACGGEKF_04062	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
NACGGEKF_04063	CDS	1422	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
NACGGEKF_04064	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
NACGGEKF_04065	CDS	840	yfcO			putative protein YfcO
NACGGEKF_04066	CDS	531	yfcP			putative fimbrial-like protein YfcP
NACGGEKF_04067	CDS	477	yfcQ			putative fimbrial-like protein YfcQ
NACGGEKF_04068	CDS	513	yfcR			putative fimbrial-like protein YfcR
NACGGEKF_04069	CDS	753	yfcS		COG3121	putative fimbrial chaperone YfcS
NACGGEKF_04070	CDS	2658	papC_2		COG3188	Outer membrane usher protein PapC
NACGGEKF_04071	CDS	561	smfA			Fimbria A protein
NACGGEKF_04072	CDS	207				hypothetical protein
NACGGEKF_04073	CDS	2058	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
NACGGEKF_04074	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
NACGGEKF_04075	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
NACGGEKF_04076	CDS	2190	fhuA_2		COG1629	Ferrichrome outer membrane transporter/phage receptor
NACGGEKF_04077	CDS	2523	mrcB		COG0744	Penicillin-binding protein 1B
NACGGEKF_04078	CDS	2475	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
NACGGEKF_04079	CDS	531	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
NACGGEKF_04080	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
NACGGEKF_04081	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
NACGGEKF_04082	CDS	942	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
NACGGEKF_04083	CDS	1419	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
NACGGEKF_04084	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
NACGGEKF_04085	CDS	792	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
NACGGEKF_04086	CDS	855	panC	6.3.2.1	COG0414	Pantothenate synthetase
NACGGEKF_04087	CDS	381	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
NACGGEKF_04088	CDS	1230				hypothetical protein
NACGGEKF_04089	CDS	441				hypothetical protein
NACGGEKF_04090	CDS	540	fimA_3			Type-1 fimbrial protein, A chain
NACGGEKF_04091	CDS	684	fimC_2			Chaperone protein FimC
NACGGEKF_04092	CDS	2559	fimD_3		COG3188	Outer membrane usher protein FimD
NACGGEKF_04093	CDS	1080	lpfD_3			putative minor fimbrial subunit LpfD
NACGGEKF_04094	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
NACGGEKF_04095	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
NACGGEKF_04096	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
NACGGEKF_04097	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
NACGGEKF_04098	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
NACGGEKF_04099	CDS	1611	cueO		COG2132	Blue copper oxidase CueO
NACGGEKF_04100	CDS	387				hypothetical protein
NACGGEKF_04101	CDS	861	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
NACGGEKF_04102	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
NACGGEKF_04103	CDS	768	glcR_2		COG1349	HTH-type transcriptional repressor GlcR
NACGGEKF_04104	CDS	984	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
NACGGEKF_04105	CDS	1272	dtnK	2.7.1.219	COG3395	D-threonate kinase
NACGGEKF_04106	CDS	954	kdgT_2			2-keto-3-deoxygluconate permease
NACGGEKF_04107	CDS	363				hypothetical protein
NACGGEKF_04108	CDS	843				hypothetical protein
NACGGEKF_04109	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
NACGGEKF_04110	CDS	858				hypothetical protein
NACGGEKF_04111	CDS	774				hypothetical protein
NACGGEKF_04112	CDS	792				hypothetical protein
NACGGEKF_04113	CDS	285				hypothetical protein
NACGGEKF_04114	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
NACGGEKF_04115	CDS	1890	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
NACGGEKF_04116	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
NACGGEKF_04117	CDS	765	pdhR_3		COG2186	Pyruvate dehydrogenase complex repressor
NACGGEKF_04118	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
NACGGEKF_04119	CDS	1407	yicJ_2		COG2211	Inner membrane symporter YicJ
NACGGEKF_04120	CDS	951		3.2.1.55	COG3940	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase
NACGGEKF_04121	CDS	855	ampE		COG3725	Protein AmpE
NACGGEKF_04122	CDS	564	ampD	3.5.1.28		1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
NACGGEKF_04123	CDS	894	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
NACGGEKF_04124	CDS	438				hypothetical protein
NACGGEKF_04125	CDS	1386	epsE		COG2804	Type II secretion system protein E
NACGGEKF_04126	CDS	1203	epsF		COG1459	Type II secretion system protein F
NACGGEKF_04127	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
NACGGEKF_04128	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
NACGGEKF_04129	CDS	744	zapD		COG4582	Cell division protein ZapD
NACGGEKF_04130	CDS	192	yacG		COG3024	DNA gyrase inhibitor YacG
NACGGEKF_04131	CDS	396	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
NACGGEKF_04132	CDS	2706	secA		COG0653	Protein translocase subunit SecA
NACGGEKF_04133	CDS	498	secM			Secretion monitor
NACGGEKF_04134	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
NACGGEKF_04135	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
NACGGEKF_04136	CDS	1263	ftsA_2		COG0849	Cell division protein FtsA
NACGGEKF_04137	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
NACGGEKF_04138	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
NACGGEKF_04139	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
NACGGEKF_04140	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
NACGGEKF_04141	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
NACGGEKF_04142	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
NACGGEKF_04143	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
NACGGEKF_04144	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
