locus_tag	ftype	length_bp	gene	EC_number	COG	product
GKBEMDEF_04448	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
GKBEMDEF_04449	CDS	426				hypothetical protein
GKBEMDEF_04450	CDS	921	iolE_1	4.2.1.44	COG1082	Inosose dehydratase
GKBEMDEF_04451	CDS	1173	iolG_2	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
GKBEMDEF_04452	CDS	1032	iolU_2	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
GKBEMDEF_04453	CDS	1008	iolG_3	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
GKBEMDEF_04454	CDS	1044				hypothetical protein
GKBEMDEF_04455	CDS	588				hypothetical protein
GKBEMDEF_04456	CDS	1233				hypothetical protein
GKBEMDEF_04457	CDS	357				hypothetical protein
GKBEMDEF_04458	CDS	591				hypothetical protein
GKBEMDEF_04459	CDS	870				hypothetical protein
GKBEMDEF_04460	CDS	306				hypothetical protein
GKBEMDEF_04461	CDS	840				hypothetical protein
GKBEMDEF_04462	CDS	1926				hypothetical protein
GKBEMDEF_04463	CDS	477				hypothetical protein
GKBEMDEF_04464	CDS	558				hypothetical protein
GKBEMDEF_04465	CDS	444				hypothetical protein
GKBEMDEF_04466	CDS	1482				hypothetical protein
GKBEMDEF_04467	CDS	552				hypothetical protein
GKBEMDEF_04468	CDS	369				hypothetical protein
GKBEMDEF_04469	CDS	564				hypothetical protein
GKBEMDEF_04470	CDS	327				hypothetical protein
GKBEMDEF_04471	CDS	1038				hypothetical protein
GKBEMDEF_04472	CDS	483				hypothetical protein
GKBEMDEF_04473	CDS	1167				hypothetical protein
GKBEMDEF_04474	CDS	699				hypothetical protein
GKBEMDEF_04475	CDS	1521				hypothetical protein
GKBEMDEF_04476	CDS	1677				hypothetical protein
GKBEMDEF_04477	CDS	633				hypothetical protein
GKBEMDEF_04478	CDS	144				hypothetical protein
GKBEMDEF_04479	CDS	369				hypothetical protein
GKBEMDEF_04480	CDS	468				hypothetical protein
GKBEMDEF_04481	CDS	504	rrrD	3.2.1.17	COG3772	Lysozyme RrrD
GKBEMDEF_04482	CDS	315				hypothetical protein
GKBEMDEF_04483	CDS	501				hypothetical protein
GKBEMDEF_04484	CDS	141				hypothetical protein
GKBEMDEF_04485	CDS	384				hypothetical protein
GKBEMDEF_04486	CDS	582				hypothetical protein
GKBEMDEF_04487	CDS	177				hypothetical protein
GKBEMDEF_04488	CDS	597				hypothetical protein
GKBEMDEF_04489	CDS	1092				hypothetical protein
GKBEMDEF_04490	CDS	177				hypothetical protein
GKBEMDEF_04491	CDS	420				hypothetical protein
GKBEMDEF_04492	CDS	135				hypothetical protein
GKBEMDEF_04493	CDS	264				hypothetical protein
GKBEMDEF_04494	CDS	729				hypothetical protein
GKBEMDEF_04495	CDS	294				hypothetical protein
GKBEMDEF_04496	CDS	852	dnaA_2			Chromosomal replication initiator protein DnaA
GKBEMDEF_04497	CDS	855				hypothetical protein
GKBEMDEF_04498	CDS	222				hypothetical protein
GKBEMDEF_04499	CDS	228				hypothetical protein
GKBEMDEF_04500	CDS	492	lexA_2	3.4.21.88		LexA repressor
GKBEMDEF_04501	CDS	177				hypothetical protein
GKBEMDEF_04502	CDS	159				hypothetical protein
GKBEMDEF_04503	CDS	972				hypothetical protein
GKBEMDEF_04504	CDS	285				hypothetical protein
GKBEMDEF_04505	CDS	846				hypothetical protein
GKBEMDEF_04506	CDS	681				hypothetical protein
GKBEMDEF_04507	CDS	429				hypothetical protein
GKBEMDEF_04508	CDS	657				hypothetical protein
GKBEMDEF_04509	CDS	768				hypothetical protein
GKBEMDEF_04510	CDS	219				hypothetical protein
GKBEMDEF_04511	CDS	216				hypothetical protein
GKBEMDEF_04512	CDS	1164	xerD_2			Tyrosine recombinase XerD
GKBEMDEF_04513	tRNA	77				tRNA-Arg(tct)
GKBEMDEF_04514	CDS	867	folD		COG0190	Bifunctional protein FolD protein
GKBEMDEF_04515	CDS	213	ybcJ		COG2501	putative protein YbcJ
GKBEMDEF_04516	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
GKBEMDEF_04517	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
GKBEMDEF_04518	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
GKBEMDEF_04519	CDS	339				hypothetical protein
GKBEMDEF_04520	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
GKBEMDEF_04521	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
GKBEMDEF_04522	CDS	1077	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
GKBEMDEF_04523	CDS	1146				hypothetical protein
GKBEMDEF_04524	CDS	2415				hypothetical protein
GKBEMDEF_04525	CDS	687			COG1136	putative ABC transporter ATP-binding protein
GKBEMDEF_04526	CDS	594	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
GKBEMDEF_04527	CDS	771				hypothetical protein
GKBEMDEF_04528	CDS	855	cnoX		COG3118	Chaperedoxin
GKBEMDEF_04529	CDS	783	fetB		COG0390	putative iron export permease protein FetB
GKBEMDEF_04530	CDS	678	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
GKBEMDEF_04531	CDS	918	qmcA		COG0330	Protein QmcA
GKBEMDEF_04532	CDS	459	ybbJ		COG1585	Inner membrane protein YbbJ
GKBEMDEF_04533	CDS	411	cueR		COG0789	HTH-type transcriptional regulator CueR
GKBEMDEF_04534	CDS	2502	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
GKBEMDEF_04535	CDS	795				hypothetical protein
GKBEMDEF_04536	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
GKBEMDEF_04537	CDS	1653	ushA		COG0737	Protein UshA
GKBEMDEF_04538	CDS	1221	fsr			Fosmidomycin resistance protein
GKBEMDEF_04539	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
GKBEMDEF_04540	CDS	1305	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
GKBEMDEF_04541	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
GKBEMDEF_04542	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
GKBEMDEF_04543	CDS	1875	htpG		COG0326	Chaperone protein HtpG
GKBEMDEF_04544	CDS	606	recR		COG0353	Recombination protein RecR
GKBEMDEF_04545	CDS	333	ybaB		COG0718	Nucleoid-associated protein YbaB
GKBEMDEF_04546	CDS	1908	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
GKBEMDEF_04547	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
GKBEMDEF_04548	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
GKBEMDEF_04549	CDS	528	priC		COG3923	Primosomal replication protein N''
GKBEMDEF_04550	CDS	174				hypothetical protein
GKBEMDEF_04551	CDS	900				ISNCY family transposase ISSen7
GKBEMDEF_04552	CDS	3462	mscK		COG3264	Mechanosensitive channel MscK
GKBEMDEF_04553	CDS	651	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
GKBEMDEF_04554	CDS	1194	acrA			Multidrug efflux pump subunit AcrA
GKBEMDEF_04555	CDS	3147	acrB_2		COG0841	Multidrug efflux pump subunit AcrB
GKBEMDEF_04556	CDS	375	tomB			Hha toxicity modulator TomB
GKBEMDEF_04557	CDS	219	hha			Hemolysin expression-modulating protein Hha
GKBEMDEF_04558	CDS	567	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
GKBEMDEF_04559	CDS	471	ylaC			Inner membrane protein YlaC
GKBEMDEF_04560	CDS	1452	gabR_3		COG1167	HTH-type transcriptional regulatory protein GabR
GKBEMDEF_04561	CDS	699				hypothetical protein
GKBEMDEF_04562	CDS	141	ykgO		COG0257	50S ribosomal protein L36 2
GKBEMDEF_04563	CDS	264	rpmE2		COG0254	50S ribosomal protein L31 type B
GKBEMDEF_04564	CDS	1071	lacI_2		COG1609	Lactose operon repressor
GKBEMDEF_04565	CDS	1272	lamB_4		COG4580	Maltoporin
GKBEMDEF_04566	CDS	315				hypothetical protein
GKBEMDEF_04567	CDS	2058	bglY	3.2.1.23	COG1874	Beta-galactosidase BglY
GKBEMDEF_04568	CDS	1203	ganB	3.2.1.89	COG3867	Arabinogalactan endo-beta-1,4-galactanase
GKBEMDEF_04569	CDS	852	malG_2		COG3833	Maltose/maltodextrin transport system permease protein MalG
GKBEMDEF_04570	CDS	1308				hypothetical protein
GKBEMDEF_04571	CDS	1233	cycB		COG2182	Cyclodextrin-binding protein
GKBEMDEF_04572	CDS	1110	malK_2	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
GKBEMDEF_04573	CDS	1098	pdeB_2	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
GKBEMDEF_04574	CDS	345	pdeB_3	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
GKBEMDEF_04575	CDS	273	rcnR		COG1937	Transcriptional repressor RcnR
GKBEMDEF_04576	CDS	900	rcnA		COG2215	Nickel/cobalt efflux system RcnA
GKBEMDEF_04577	CDS	615				hypothetical protein
GKBEMDEF_04578	CDS	1428	norG_2		COG1167	HTH-type transcriptional regulator NorG
GKBEMDEF_04579	CDS	216				hypothetical protein
GKBEMDEF_04580	CDS	258				hypothetical protein
GKBEMDEF_04581	CDS	408				hypothetical protein
GKBEMDEF_04582	CDS	312	atl		COG3695	DNA base-flipping protein
GKBEMDEF_04583	CDS	492	ybaY		COG3126	putative lipoprotein YbaY
GKBEMDEF_04584	CDS	864	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
GKBEMDEF_04585	CDS	1287	amtB			Ammonia channel
GKBEMDEF_04586	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
GKBEMDEF_04587	CDS	1779	mdlB	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
GKBEMDEF_04588	CDS	1773	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
GKBEMDEF_04589	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
GKBEMDEF_04590	CDS	1053	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
GKBEMDEF_04591	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
GKBEMDEF_04592	CDS	1701	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
GKBEMDEF_04593	CDS	702	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
GKBEMDEF_04594	CDS	402	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
GKBEMDEF_04595	CDS	369			COG1555	putative protein
GKBEMDEF_04596	CDS	1875	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
GKBEMDEF_04597	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
GKBEMDEF_04598	CDS	2355	lon_3	3.4.21.53	COG0466	Lon protease
GKBEMDEF_04599	CDS	1275	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
GKBEMDEF_04600	CDS	624	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
GKBEMDEF_04601	CDS	1299	tig	5.2.1.8	COG0544	Trigger factor
GKBEMDEF_04602	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
GKBEMDEF_04603	CDS	579				hypothetical protein
GKBEMDEF_04604	CDS	1476	ampG		COG0477	Anhydromuropeptide permease
GKBEMDEF_04605	CDS	945	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
GKBEMDEF_04606	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
GKBEMDEF_04607	CDS	612	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
GKBEMDEF_04608	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
GKBEMDEF_04609	CDS	888	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
GKBEMDEF_04610	CDS	333				hypothetical protein
GKBEMDEF_04611	CDS	759	pcaR_3		COG1414	Pca regulon regulatory protein
GKBEMDEF_04612	CDS	504			COG1662	IS1 family transposase IS1R
GKBEMDEF_04613	CDS	294				hypothetical protein
GKBEMDEF_04614	CDS	1545	rbsA_5	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
GKBEMDEF_04615	CDS	1068	rbsC_8		COG1172	Ribose import permease protein RbsC
GKBEMDEF_04616	CDS	798	fabG_7	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GKBEMDEF_04617	CDS	786	fabG_8	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase
GKBEMDEF_04618	CDS	606				hypothetical protein
GKBEMDEF_04619	CDS	894	gcvA_5			Glycine cleavage system transcriptional activator
GKBEMDEF_04620	CDS	1257	ybdG_1		COG0668	Miniconductance mechanosensitive channel YbdG
GKBEMDEF_04621	CDS	447	ivy			Inhibitor of vertebrate lysozyme
GKBEMDEF_04622	CDS	2034	betT		COG1292	High-affinity choline transport protein
GKBEMDEF_04623	CDS	588	betI_3		COG1309	HTH-type transcriptional regulator BetI
GKBEMDEF_04624	CDS	1473	betB_2	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
GKBEMDEF_04625	CDS	1665	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
GKBEMDEF_04626	CDS	696				hypothetical protein
GKBEMDEF_04627	CDS	1569	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
GKBEMDEF_04628	CDS	1023	dppB_2		COG0601	Dipeptide transport system permease protein DppB
GKBEMDEF_04629	CDS	834	ddpC_2		COG1173	putative D,D-dipeptide transport system permease protein DdpC
GKBEMDEF_04630	CDS	837	dppD_2		COG0444	Dipeptide transport ATP-binding protein DppD
GKBEMDEF_04631	CDS	705	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
GKBEMDEF_04632	CDS	1338	tpa	2.6.1.77	COG0161	Taurine--pyruvate aminotransferase
GKBEMDEF_04633	CDS	765	isfD	1.1.1.313	COG4221	Sulfoacetaldehyde reductase
GKBEMDEF_04634	CDS	762	occP			Octopine permease ATP-binding protein P
GKBEMDEF_04635	CDS	666	hisQ_2		COG4215	Histidine transport system permease protein HisQ
GKBEMDEF_04636	CDS	642	yecS_1		COG0765	L-cystine transport system permease protein YecS
GKBEMDEF_04637	CDS	852	fliY_3		COG0834	L-cystine-binding protein FliY
GKBEMDEF_04638	CDS	1464	tauR		COG1167	HTH-type transcriptional regulator TauR
GKBEMDEF_04639	CDS	1335	hisC_2	2.6.1.9		Histidinol-phosphate aminotransferase
GKBEMDEF_04640	CDS	924				hypothetical protein
GKBEMDEF_04641	CDS	1116	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
GKBEMDEF_04642	CDS	735				hypothetical protein
GKBEMDEF_04643	CDS	3093	bepG			Efflux pump membrane transporter BepG
GKBEMDEF_04644	CDS	1080	mdtA_3			Multidrug resistance protein MdtA
GKBEMDEF_04645	CDS	2724	ctpF_2	3.6.3.-	COG0474	putative cation-transporting ATPase F
GKBEMDEF_04646	CDS	111				hypothetical protein
GKBEMDEF_04647	CDS	249				hypothetical protein
GKBEMDEF_04648	CDS	342	soxS_3			Regulatory protein SoxS
GKBEMDEF_04649	CDS	1101			COG2220	putative protein
GKBEMDEF_04650	CDS	582				hypothetical protein
GKBEMDEF_04651	CDS	369				hypothetical protein
GKBEMDEF_04652	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
GKBEMDEF_04653	CDS	288				hypothetical protein
GKBEMDEF_04654	CDS	318				hypothetical protein
GKBEMDEF_04655	CDS	1044				hypothetical protein
GKBEMDEF_04656	CDS	867				hypothetical protein
GKBEMDEF_04657	CDS	1428	jefA_2			Drug efflux pump JefA
GKBEMDEF_04658	CDS	1245	ybdG_2		COG0668	Miniconductance mechanosensitive channel YbdG
GKBEMDEF_04659	CDS	981	rbsR_3		COG1609	Ribose operon repressor
GKBEMDEF_04660	CDS	417				hypothetical protein
GKBEMDEF_04661	CDS	1152	iolG_4	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
GKBEMDEF_04662	CDS	1023	iolE_2	4.2.1.44		Inosose dehydratase
GKBEMDEF_04663	CDS	1242	yegT			Putative nucleoside transporter YegT
GKBEMDEF_04664	CDS	1377	pheP		COG1113	Phenylalanine-specific permease
GKBEMDEF_04665	CDS	2199	fcuA			Ferrichrome receptor FcuA
GKBEMDEF_04666	CDS	1083	yncE_2		COG3391	putative protein YncE
GKBEMDEF_04667	CDS	1485	feaB_2	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
GKBEMDEF_04668	CDS	1302	puuB_2	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
GKBEMDEF_04669	CDS	366				hypothetical protein
GKBEMDEF_04670	CDS	1500	steT		COG0531	Serine/threonine exchanger SteT
GKBEMDEF_04671	CDS	543				hypothetical protein
GKBEMDEF_04672	CDS	363	higA		COG5499	Antitoxin HigA
GKBEMDEF_04673	CDS	303				hypothetical protein
GKBEMDEF_04674	CDS	1116		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
GKBEMDEF_04675	CDS	1173				hypothetical protein
GKBEMDEF_04676	CDS	684	malT_2			HTH-type transcriptional regulator MalT
GKBEMDEF_04677	CDS	1188	atsB	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
GKBEMDEF_04678	CDS	1734	atsA	3.1.6.1	COG3119	Arylsulfatase
GKBEMDEF_04679	CDS	777	fabG_9	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GKBEMDEF_04680	CDS	792	moaF			Protein MoaF
GKBEMDEF_04681	CDS	123				hypothetical protein
GKBEMDEF_04682	CDS	1263				IS1380 family transposase ISEcp1
GKBEMDEF_04683	CDS	219				Tn3 family transposase Tn2
GKBEMDEF_04684	CDS	558	tnpR			Transposon Tn3 resolvase
GKBEMDEF_04685	CDS	861	bla_3	3.5.2.6		Beta-lactamase TEM
GKBEMDEF_04686	CDS	2508				Tn3 family transposase TnAs3
GKBEMDEF_04687	CDS	441				hypothetical protein
GKBEMDEF_04688	CDS	993				hypothetical protein
GKBEMDEF_04689	CDS	501				hypothetical protein
GKBEMDEF_04690	CDS	840	folP_2	2.5.1.15	COG0294	Dihydropteroate synthase
GKBEMDEF_04691	CDS	348	emrE		COG2076	Multidrug transporter EmrE
GKBEMDEF_04692	CDS	780	ant1	2.7.7.47		Streptomycin 3''-adenylyltransferase
GKBEMDEF_04693	CDS	498				IS1595 family transposase ISSsu9
GKBEMDEF_04694	CDS	1014	xerC_5			Tyrosine recombinase XerC
GKBEMDEF_04695	CDS	351				hypothetical protein
GKBEMDEF_04696	CDS	258				hypothetical protein
GKBEMDEF_04697	CDS	816				hypothetical protein
GKBEMDEF_04698	CDS	477				hypothetical protein
GKBEMDEF_04699	CDS	963				hypothetical protein
GKBEMDEF_04700	CDS	1659				hypothetical protein
GKBEMDEF_04701	CDS	675				hypothetical protein
GKBEMDEF_04702	CDS	414				hypothetical protein
GKBEMDEF_04703	CDS	108				hypothetical protein
GKBEMDEF_04704	CDS	225				hypothetical protein
GKBEMDEF_04705	CDS	366				hypothetical protein
GKBEMDEF_04706	CDS	255				hypothetical protein
GKBEMDEF_04707	CDS	219				hypothetical protein
GKBEMDEF_04708	CDS	426				hypothetical protein
GKBEMDEF_04709	CDS	195				hypothetical protein
GKBEMDEF_04710	CDS	828				hypothetical protein
GKBEMDEF_04711	CDS	579				hypothetical protein
GKBEMDEF_04712	CDS	708				hypothetical protein
GKBEMDEF_04713	CDS	225				hypothetical protein
GKBEMDEF_04714	CDS	402				hypothetical protein
GKBEMDEF_04715	CDS	192				hypothetical protein
GKBEMDEF_04716	CDS	1026				hypothetical protein
GKBEMDEF_04717	CDS	489				hypothetical protein
GKBEMDEF_04718	CDS	1533				hypothetical protein
GKBEMDEF_04719	CDS	762	fabG_10	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GKBEMDEF_04720	CDS	915	pgrR_6			HTH-type transcriptional regulator PgrR
GKBEMDEF_04721	CDS	189	ynfQ			Protein YnfQ
GKBEMDEF_04722	CDS	483	rsbW	2.7.11.1		Serine-protein kinase RsbW
GKBEMDEF_04723	CDS	339				hypothetical protein
GKBEMDEF_04724	CDS	1215	rssB_1			Regulator of RpoS
GKBEMDEF_04725	CDS	900				hypothetical protein
GKBEMDEF_04726	CDS	1218				hypothetical protein
GKBEMDEF_04727	CDS	1818	acsAB_2			Cellulose synthase 1
GKBEMDEF_04728	CDS	1332				hypothetical protein
GKBEMDEF_04729	CDS	1548				hypothetical protein
GKBEMDEF_04730	CDS	1395				hypothetical protein
GKBEMDEF_04731	CDS	435				hypothetical protein
GKBEMDEF_04732	CDS	2694	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
GKBEMDEF_04733	CDS	2199	lacZ_2	3.2.1.23		Beta-galactosidase
GKBEMDEF_04734	CDS	870	ytbE	1.-.-.-	COG0656	putative oxidoreductase YtbE
GKBEMDEF_04735	CDS	1203	nepI_2		COG2814	Purine ribonucleoside efflux pump NepI
GKBEMDEF_04736	CDS	1059			COG1073	putative protein
GKBEMDEF_04737	CDS	885	pgrR_7			HTH-type transcriptional regulator PgrR
GKBEMDEF_04738	CDS	834				hypothetical protein
GKBEMDEF_04739	CDS	387				hypothetical protein
GKBEMDEF_04740	CDS	1617	mppA		COG4166	Periplasmic murein peptide-binding protein
GKBEMDEF_04741	CDS	687	mpaA	3.4.17.-	COG2866	Murein peptide amidase A
GKBEMDEF_04742	CDS	966	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
GKBEMDEF_04743	CDS	507	tpx	1.11.1.15	COG2077	Thiol peroxidase
GKBEMDEF_04744	CDS	1053				hypothetical protein
GKBEMDEF_04745	CDS	1542	tyrR		COG3283	Transcriptional regulatory protein TyrR
GKBEMDEF_04746	CDS	1314	licH_2	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
GKBEMDEF_04747	CDS	900	dsdC_2		COG0583	HTH-type transcriptional regulator DsdC
GKBEMDEF_04748	CDS	1062				hypothetical protein
GKBEMDEF_04749	CDS	1398	ycjX		COG3106	putative protein YcjX
GKBEMDEF_04750	CDS	219	pspD			Phage shock protein D
GKBEMDEF_04751	CDS	360	pspC		COG1983	Phage shock protein C
GKBEMDEF_04752	CDS	225	pspB			Phage shock protein B
GKBEMDEF_04753	CDS	669	pspA		COG1842	Phage shock protein A
GKBEMDEF_04754	CDS	975	pspF		COG1221	Psp operon transcriptional activator
GKBEMDEF_04755	CDS	1392	norB			Quinolone resistance protein NorB
GKBEMDEF_04756	CDS	1170	hipO_4	3.5.1.32	COG1473	Hippurate hydrolase
GKBEMDEF_04757	CDS	2310	rhaR_6			HTH-type transcriptional activator RhaR
GKBEMDEF_04758	CDS	831				hypothetical protein
GKBEMDEF_04759	CDS	906				hypothetical protein
GKBEMDEF_04760	CDS	1644	sapA		COG4166	Peptide transport periplasmic protein SapA
GKBEMDEF_04761	CDS	966	sapB		COG4168	Putrescine export system permease protein SapB
GKBEMDEF_04762	CDS	654				hypothetical protein
GKBEMDEF_04763	CDS	1107		3.6.1.-	COG1106	ATP/GTP phosphatase
GKBEMDEF_04764	CDS	1266	umuC_2		COG0389	Protein UmuC
GKBEMDEF_04765	CDS	420	umuD_2	3.4.21.-	COG1974	Protein UmuD
GKBEMDEF_04766	CDS	579	hin_3		COG1961	DNA-invertase hin
GKBEMDEF_04767	CDS	2169				hypothetical protein
GKBEMDEF_04768	CDS	717				hypothetical protein
GKBEMDEF_04769	CDS	573	tyrP		COG0814	Tyrosine-specific transport protein
GKBEMDEF_04770	CDS	669				hypothetical protein
GKBEMDEF_04771	CDS	882	dapA_3	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
GKBEMDEF_04772	tRNA	87				tRNA-Leu(taa)
GKBEMDEF_04773	tRNA	74				tRNA-Cys(gca)
GKBEMDEF_04774	tRNA	76				tRNA-Gly(gcc)
GKBEMDEF_04775	CDS	549	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
GKBEMDEF_04776	CDS	1833	uvrC		COG0322	UvrABC system protein C
GKBEMDEF_04777	CDS	657	uvrY		COG2197	Response regulator UvrY
GKBEMDEF_04778	CDS	225				hypothetical protein
GKBEMDEF_04779	CDS	723	sdiA		COG2771	Regulatory protein SdiA
GKBEMDEF_04780	CDS	753	artM_2		COG1126	Arginine transport ATP-binding protein ArtM
GKBEMDEF_04781	CDS	669	yecS_2		COG0765	L-cystine transport system permease protein YecS
GKBEMDEF_04782	CDS	987	dcyD	4.4.1.15	COG2515	D-cysteine desulfhydrase
GKBEMDEF_04783	CDS	768	fliY_4		COG0834	L-cystine-binding protein FliY
GKBEMDEF_04784	CDS	1488	amyA	3.2.1.1	COG0366	Cytoplasmic alpha-amylase
GKBEMDEF_04785	CDS	432				hypothetical protein
GKBEMDEF_04786	CDS	624	rcsA		COG2771	Transcriptional regulatory protein RcsA
GKBEMDEF_04787	CDS	192	dsrB			Protein DsrB
GKBEMDEF_04788	CDS	225				hypothetical protein
GKBEMDEF_04789	CDS	1680	dgcQ	2.7.7.65		putative diguanylate cyclase DgcQ
GKBEMDEF_04790	CDS	912	yedI		COG2354	Inner membrane protein YedI
GKBEMDEF_04791	CDS	912	yedA			putative inner membrane transporter YedA
GKBEMDEF_04792	CDS	498	vsr	3.1.-.-	COG3727	Very short patch repair protein
GKBEMDEF_04793	CDS	1401	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
GKBEMDEF_04794	CDS	708	yedJ		COG1418	putative protein YedJ
GKBEMDEF_04795	CDS	282	yedR			Inner membrane protein YedR
GKBEMDEF_04796	CDS	1146	ompN_2		COG3203	Outer membrane porin N
GKBEMDEF_04797	CDS	213				hypothetical protein
GKBEMDEF_04798	CDS	759				hypothetical protein
GKBEMDEF_04799	CDS	876				hypothetical protein
GKBEMDEF_04800	CDS	105				hypothetical protein
GKBEMDEF_04801	CDS	174				hypothetical protein
GKBEMDEF_04802	CDS	525				hypothetical protein
GKBEMDEF_04803	CDS	1026	yfiZ		COG0609	putative siderophore transport system permease protein YfiZ
GKBEMDEF_04804	CDS	822	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
GKBEMDEF_04805	CDS	2073	cntO			Metal-pseudopaline receptor CntO
GKBEMDEF_04806	CDS	774	ssuB_2	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
GKBEMDEF_04807	CDS	996				hypothetical protein
GKBEMDEF_04808	CDS	1038				hypothetical protein
GKBEMDEF_04809	CDS	963	ssuA_3			Putative aliphatic sulfonates-binding protein
GKBEMDEF_04810	CDS	1134	ydbM	1.3.99.-		Putative acyl-CoA dehydrogenase YdbM
GKBEMDEF_04811	CDS	1086	msuD_2	1.14.14.5	COG2141	Methanesulfonate monooxygenase
GKBEMDEF_04812	CDS	894	gltC_3			HTH-type transcriptional regulator GltC
GKBEMDEF_04813	CDS	603		1.13.11.-	COG5553	3-mercaptopropionate dioxygenase
GKBEMDEF_04814	CDS	1317	glpE_2	2.8.1.1		Thiosulfate sulfurtransferase GlpE
